id,sel_interval,period,step,vol_btc,vol_usd,bal_btc,bal_usd,old_ord,max_usage,margin,per,current_price,start_sum,total_sum,bal_margin,duration
2022_03*m*step5oldord1margin0.005per30,2022_03*m*,1440,5,0.00029,12.50,0.00578,250.00,1,70,0.005,30,45517.27,513.09,540.82,5.13,0:03:15.066860
2022_04*m*step1oldord1margin0.02per30,2022_04*m*,1440,1,0.00027,12.50,0.00549,250.00,1,70,0.020,30,37639.80,456.64,469.53,2.75,0:02:57.072350
2022_05*m*step7oldord1margin0.05per30,2022_05*m*,1440,7,0.00033,12.50,0.00664,250.00,1,70,0.050,30,31762.76,460.90,474.63,2.89,0:03:56.491472
2022_06*m*step7oldord1margin0.05per30,2022_06*m*,1440,7,0.00039,12.50,0.00786,250.00,1,70,0.050,30,19924.89,406.61,392.54,-3.58,0:04:09.924176
2022_07*m*step3oldord1margin0.02per30,2022_07*m*,1440,3,0.00063,12.50,0.01255,250.00,1,70,0.020,30,21082.70,514.59,549.53,6.36,0:02:51.799323
2015*y*step5oldord1margin0.05per30,2015*y*,1440,5,0.03894,12.50,0.77882,250.00,1,70,0.050,30,430.89,585.59,739.97,20.86,1:38:36.148493
2016*y*step3oldord1margin0.05per30,2016*y*,1440,3,0.02901,12.50,0.58019,250.00,1,70,0.050,30,966.30,810.64,865.52,6.34,1:51:04.824222
2017*y*step1oldord5margin0.025per30,2017*y*,1440,1,0.01294,12.50,0.25871,250.00,5,70,0.025,30,13880.00,3840.89,1190.90,-222.52,2:12:22.641414
2018*y*step1oldord25margin0.05per30,2018*y*,1440,1,0.00090,12.50,0.01803,250.00,25,70,0.050,30,3693.30,316.59,223.42,-41.70,2:02:01.768082
2019*y*step1oldord1margin0.05per30,2019*y*,1440,1,0.00338,12.50,0.06770,250.00,1,70,0.050,30,7168.36,735.30,751.13,2.11,2:07:47.489034
2020*y*step1oldord1margin0.05per30,2020*y*,1440,1,0.00175,12.50,0.03492,250.00,1,70,0.050,30,28992.79,1262.43,898.63,-40.48,1:56:31.457558
2021*y*step1oldord12margin0.01per30,2021*y*,1440,1,0.00043,12.50,0.00861,250.00,12,70,0.010,30,46241.12,648.14,826.05,21.54,2:20:31.140657
2022*y*step1oldord5margin0.05per30,2022*y*,1440,1,0.00027,12.50,0.00541,250.00,5,70,0.050,30,21082.70,364.06,330.63,-10.11,0:59:29.680626
